,date,raw,smooth,minpreds,avgpreds,maxpreds
0,2020-02-16,0.0,0.01979255687095635,,,
1,2020-02-17,0.0,0.015452407154823333,,,
2,2020-02-18,0.0,0.008084507076618896,,,
3,2020-02-19,0.0,-0.0008662330679703859,,,
4,2020-02-20,0.0,-0.0093944315945702,,,
5,2020-02-21,0.0,-0.016286477811276637,,,
6,2020-02-22,0.0,-0.021078532411401868,,,
7,2020-02-23,0.0,-0.023731392748631355,,,
8,2020-02-24,0.0,-0.02437835712707457,,,
9,2020-02-25,0.0,-0.02320468659954851,,,
10,2020-02-26,0.0,-0.020407546789736643,,,
11,2020-02-27,0.0,-0.016186382193313996,,,
12,2020-02-28,0.0,-0.010742104480762295,,,
13,2020-02-29,0.0,-0.004281059373104652,,,
14,2020-03-01,0.0,0.0029720366574936393,,,
15,2020-03-02,0.0,0.010747053711462125,,,
16,2020-03-03,0.0,0.018696140941773038,,,
17,2020-03-04,0.0,0.026389970109001105,,,
18,2020-03-05,0.0,0.03336836515870289,,,
19,2020-03-06,0.0,0.03919790483422947,,,
20,2020-03-07,0.0,0.04345308179264892,,,
21,2020-03-08,0.0,0.04569283446285056,,,
22,2020-03-09,0.0,0.045669133235610164,,,
23,2020-03-10,0.0,0.043683006759637016,,,
24,2020-03-11,0.0,0.04040348175902554,,,
25,2020-03-12,0.0,0.03589303598733286,,,
26,2020-03-13,0.0,0.02917655704982251,,,
27,2020-03-14,1.0,0.019799316267776566,,,
28,2020-03-15,0.0,0.010020502449589802,,,
29,2020-03-16,0.0,0.004408434632478211,,,
30,2020-03-17,0.0,0.006417604304963606,,,
31,2020-03-18,0.0,0.01548277065608076,,,
32,2020-03-19,0.0,0.027379898027104273,,,
33,2020-03-20,0.0,0.03669127409250432,,,
34,2020-03-21,0.0,0.0391161314834386,,,
35,2020-03-22,0.0,0.033405591802606376,,,
36,2020-03-23,0.0,0.02338911920608428,,,
37,2020-03-24,0.0,0.018635258008067916,,,
38,2020-03-25,0.0,0.03133662142202011,,,
39,2020-03-26,0.0,0.07016296279182922,,,
40,2020-03-27,0.0,0.1364748501873011,,,
41,2020-03-28,0.0,0.22730933672032744,,,
42,2020-03-29,1.0,0.34170533512427254,,,
43,2020-03-30,0.0,0.4823856377192085,,,
44,2020-03-31,0.0,0.650958386807045,,,
45,2020-04-01,0.0,0.8428495818223408,,,
46,2020-04-02,2.0,1.0471385148963372,,,
47,2020-04-03,2.0,1.250612043528334,,,
48,2020-04-04,0.0,1.44312239710437,,,
49,2020-04-05,1.0,1.6213572283707853,,,
50,2020-04-06,0.0,1.788014257633426,,,
51,2020-04-07,2.0,1.9461170158325798,,,
52,2020-04-08,0.0,2.0931384428657247,,,
53,2020-04-09,3.0,2.2204784525920984,,,
54,2020-04-10,2.0,2.318896628805626,,,
55,2020-04-11,5.0,2.3852012277043424,,,
56,2020-04-12,5.0,2.4248323841402457,,,
57,2020-04-13,4.0,2.4485928746495182,,,
58,2020-04-14,2.0,2.4659971600733295,,,
59,2020-04-15,2.0,2.4795703407323164,,,
60,2020-04-16,6.0,2.4836433074468722,0.0,0.0,0.0
61,2020-04-17,4.0,2.468445905635479,0.99712,0.99712,0.99712
62,2020-04-18,1.0,2.426326536177571,1.0699415913638923,1.1453817549426042,1.220821918521316
63,2020-04-19,2.0,2.354410303625152,1.1481825752402561,1.321790554411003,1.49539853358175
64,2020-04-20,2.0,2.250572721002442,1.2322892716170537,1.5325674951952086,1.8328457187733636
65,2020-04-21,0.0,2.1069212585271044,1.3225268633918812,1.7843591624773367,2.246191461562792
66,2020-04-22,1.0,1.9105433506664342,1.4189141564526102,2.0835579399562323,2.748201723459854
67,2020-04-23,2.0,1.656899466303527,1.521218443665527,2.435522165658671,3.349825887651815
68,2020-04-24,3.0,1.366454115374127,1.6289856141936874,2.843709157871781,4.058432701549875
69,2020-04-25,1.0,1.0849947021778246,1.741579784698831,3.308730136693085,4.875880488687339
70,2020-04-26,0.0,0.8616502095279772,1.8581857354624178,3.827096715668,5.796007695873582
71,2020-04-27,0.0,0.7257020829878754,1.9777606479359189,4.389467442193121,6.801174236450324
72,2020-04-28,0.0,0.685149378786178,2.0990480239076614,4.979467857597006,7.859887691286352
73,2020-04-29,2.0,0.739661376210162,2.220774272615016,5.575161450297808,8.929548627980601
74,2020-04-30,3.0,0.8838446149507204,2.3419199090301945,6.153189136789984,9.964458364549774
75,2020-05-01,2.0,1.0994624117223941,2.461835927961248,6.692697856733829,10.92355978550641
76,2020-05-02,3.0,1.357809291048028,2.5802034620041394,7.177481943497066,11.774760424989992
77,2020-05-03,0.0,1.6388001087261135,2.697026451607112,7.597781969738567,12.498537487870022
78,2020-05-04,0.0,1.9481939866625286,2.8127131251889077,7.952416844808926,13.092120564428946
79,2020-05-05,0.0,2.315318019846618,2.9281362745636743,8.24969373675516,13.571251198946648
80,2020-05-06,1.0,2.7698380791434554,3.0445964936350065,8.506010652173066,13.967424810711124
81,2020-05-07,1.0,3.309149369853166,3.1636828598396933,8.742495861710061,14.32130886358043
82,2020-05-08,2.0,3.88161498555221,3.287016973089346,8.980215294563529,14.67341361603771
83,2020-05-09,0.0,4.412576340825776,3.415916932538578,9.235047482643925,15.05417803274927
84,2020-05-10,5.0,4.86468464519089,3.551166415560073,9.535921235797423,15.520676056034771
85,2020-05-11,0.0,5.27794425334093,3.693069234562237,9.903454900932298,16.113840567302358
86,2020-05-12,13.0,5.746546337565316,3.841701666138015,10.298172648361227,16.75464363058444
