,date,raw,smooth,minpreds,avgpreds,maxpreds
0,2020-01-22,0.0,0.0,,,
1,2020-01-23,0.0,0.0,,,
2,2020-01-24,0.0,0.0,,,
3,2020-01-25,0.0,0.0,,,
4,2020-01-26,0.0,0.0,,,
5,2020-01-27,0.0,0.0,,,
6,2020-01-28,0.0,0.0,,,
7,2020-01-29,0.0,0.0,,,
8,2020-01-30,0.0,0.0,,,
9,2020-01-31,0.0,0.0,,,
10,2020-02-01,0.0,0.0,,,
11,2020-02-02,0.0,0.0,,,
12,2020-02-03,0.0,0.0,,,
13,2020-02-04,0.0,0.0,,,
14,2020-02-05,0.0,0.0,,,
15,2020-02-06,0.0,0.0,,,
16,2020-02-07,0.0,0.0,,,
17,2020-02-08,0.0,0.0,,,
18,2020-02-09,0.0,0.0,,,
19,2020-02-10,0.0,0.0,,,
20,2020-02-11,0.0,0.0,,,
21,2020-02-12,0.0,0.0,,,
22,2020-02-13,0.0,0.0,,,
23,2020-02-14,0.0,0.0,,,
24,2020-02-15,0.0,0.0,,,
25,2020-02-16,0.0,0.0,,,
26,2020-02-17,0.0,0.0,,,
27,2020-02-18,0.0,0.0,,,
28,2020-02-19,0.0,0.0,,,
29,2020-02-20,0.0,0.0,,,
30,2020-02-21,0.0,0.0,,,
31,2020-02-22,0.0,0.0,,,
32,2020-02-23,0.0,0.0,,,
33,2020-02-24,0.0,0.0,,,
34,2020-02-25,0.0,0.0,,,
35,2020-02-26,0.0,0.0,,,
36,2020-02-27,0.0,0.0,,,
37,2020-02-28,0.0,0.0,,,
38,2020-02-29,0.0,0.0,,,
39,2020-03-01,0.0,0.0,,,
40,2020-03-02,0.0,0.0,0.0,0.0,0.0
41,2020-03-03,0.0,0.0,0.99456,0.99456,0.99456
42,2020-03-04,0.0,0.0,1.2028041496149964,1.2359201497226184,1.2690361498302407
43,2020-03-05,0.0,0.0,1.4562306553552902,1.5386999999183932,1.6211693444814963
44,2020-03-06,0.0,0.0,1.7650327024835137,1.9192828206190844,2.073532938754655
45,2020-03-07,0.0,0.0,2.1417647772274155,2.3985846266666475,2.6554044761058795
46,2020-03-08,0.0,0.0,2.6018888153770154,3.003330601363359,3.4047723873497033
47,2020-03-09,0.0,0.0,3.1644404367513412,3.767687110621135,4.370933784490929
48,2020-03-10,0.0,0.0,3.8528356224768046,4.735339804083886,5.617843985690968
49,2020-03-11,0.0,0.0,4.695835826398678,5.962121865070879,7.22840790374308
50,2020-03-12,1.0,0.0,5.7286816426337195,7.519303478501573,9.309925314369426
51,2020-03-13,1.0,0.0,6.994388482897233,9.497645947577134,12.000903412257035
52,2020-03-14,3.0,0.0,8.545168121786311,12.012289042296313,15.479409962806313
53,2020-03-15,6.0,0.0,10.443892732234913,15.208459864409978,19.973026996585045
54,2020-03-16,10.0,0.0,12.765448523764839,19.26784116313611,25.770233802507388
55,2020-03-17,11.0,3.0,15.597731191989386,24.415186650122536,33.23264210825568
56,2020-03-18,25.0,9.0,19.041916111776384,30.92438972674607,42.806863341715754
57,2020-03-19,27.0,17.0,23.2115018649879,39.122679956500015,55.033858048012135
58,2020-03-20,50.0,27.0,28.22949930657315,49.39094999071381,70.55240067485447
59,2020-03-21,46.0,41.0,34.22306206925924,62.15748013580559,90.09189820235194
60,2020-03-22,52.0,58.0,41.31489177144807,77.88170906656008,114.4485263616721
61,2020-03-23,96.0,82.0,49.61098166832984,97.02451807019972,144.43805447206958
62,2020-03-24,105.0,113.0,59.18476206949381,120.0022119117324,180.819661753971
63,2020-03-25,140.0,151.0,70.05851548372631,147.12350516590107,224.18849484807583
64,2020-03-26,225.0,192.0,82.18398501280458,178.512711218971,274.84143742513737
65,2020-03-27,252.0,239.0,95.42521536759814,214.02782455257739,332.63043373755664
66,2020-03-28,327.0,289.0,109.54750343800401,253.18823540692813,396.82896737585224
67,2020-03-29,352.0,341.0,124.2164675424934,295.13131535441664,466.0461631663399
68,2020-03-30,399.0,395.0,139.0103028676172,338.6173076464328,538.2243124252483
69,2020-03-31,461.0,450.0,153.44616853558253,382.09560348871014,610.7450384418378
70,2020-04-01,526.0,507.0,167.01867216349635,423.8324644055115,680.6462566475266
71,2020-04-02,639.0,562.0,179.24534593788565,462.0836753306887,744.9220047234918
72,2020-04-03,645.0,612.0,189.71183665695256,495.2813003948584,800.8507641327643
73,2020-04-04,678.0,655.0,198.10908876149009,522.1976931255113,846.2862974895324
74,2020-04-05,727.0,687.0,204.25635990532834,542.055180965371,879.8540020254138
75,2020-04-06,792.0,709.0,208.10703218213598,554.5645183998467,901.0220046175576
76,2020-04-07,810.0,718.0,209.73787913884547,559.8934733794258,910.0490676200061
